2017,Code,Area,"SIC07: 01-03 : Agriculture, forestry & fishing",SIC07: 05-39 : Production,SIC07: 41-43 : Construction,SIC07: 45 : Motor trades,SIC07: 46 : Wholesale,SIC07: 47 : Retail,SIC07: 49-53 : Transport & Storage (inc. postal),SIC07: 55-56 : Accommodation & food services,SIC07: 58-63 : Information & communication,SIC07: 64-66 : Finance & insurance,SIC07: 68 : Property,"SIC07: 69-75 : Professional, scientific & technical",SIC07: 77-82 : Business administration & support services,SIC07: 84 : Public administration & defence,SIC07: 85 : Education,SIC07: 86-88 : Health,"SIC07: 90-99 : Arts, entertainment, recreation & other services",SIC07: Total
2020,E09000005,Brent,5,540,"2,455",375,860,"1,720",675,810,"1,845",200,770,"2,565","1,310",0,235,585,940,"15,890"
2020,E09000006,Bromley,55,460,"2,505",225,425,850,330,680,"2,150",325,470,"3,375","1,505",5,290,635,"1,050","15,335"
2020,E09000007,Camden,45,"1,045","1,445",150,"1,190","2,425",650,"1,375","5,020",780,"1,500","10,120","3,025",15,560,950,"2,710","33,005"
2020,E09000008,Croydon,20,510,"2,355",325,495,"1,425",550,835,"2,045",245,500,"2,865","1,350",0,305,740,915,"15,480"
2020,E09000009,Ealing,15,710,"2,510",415,"1,050","1,650",770,800,"2,340",215,710,"3,240","1,580",0,280,645,"1,085","18,015"
2020,E09000010,Enfield,35,510,"2,340",365,730,"1,270",665,645,"1,325",175,645,"2,235","1,255",0,230,600,840,"13,865"
2020,E09000011,Greenwich,10,350,"1,495",155,270,765,390,480,"1,575",135,255,"2,185",955,0,210,455,670,"10,355"
2020,E09000012,Hackney,15,705,"1,385",120,640,"1,525",345,"1,000","4,350",355,"1,350","5,810","2,110",0,380,575,"1,675","22,340"
2020,E09000013,Hammersmith and Fulham,20,375,810,115,475,895,185,635,"1,810",310,590,"3,285","1,350",5,255,405,"1,045","12,565"
2020,E09000014,Haringey,15,495,"1,510",175,525,"1,040",365,660,"1,625",105,625,"2,600","1,140",0,235,450,"1,135","12,700"
2020,E09000015,Harrow,15,360,"2,380",295,700,"1,040",560,510,"2,245",280,910,"3,255","1,165",0,245,635,685,"15,280"
2020,E09000016,Havering,35,430,"2,630",310,345,670,685,520,845,145,290,"1,375","1,135",0,145,420,500,"10,480"
2020,E09000017,Hillingdon,30,530,"2,320",370,635,"1,090",995,605,"1,795",220,535,"2,175","1,110",5,250,480,700,"13,845"
2020,E09000018,Hounslow,25,375,"1,465",280,625,945,870,585,"2,540",195,440,"2,440","1,170",0,195,430,830,"13,410"
2020,E09000019,Islington,25,680,"1,145",95,670,"1,460",325,"1,030","3,905",610,745,"5,775","2,015",5,345,640,"1,705","21,175"
2020,E09000020,Kensington and Chelsea,40,355,730,75,525,"1,180",165,780,"1,315",505,995,"3,540","1,540",5,245,490,"1,205","13,690"
2020,E09000021,Kingston upon Thames,15,255,985,145,335,820,185,380,"1,390",125,300,"2,145",785,0,175,345,540,"8,925"
2020,E09000022,Lambeth,10,380,990,125,320,925,280,920,"2,200",185,520,"3,640","1,545",5,250,590,"1,270","14,155"
2020,E09000023,Lewisham,10,310,"1,065",135,215,730,285,655,"1,615",120,235,"2,305",995,0,190,495,930,"10,290"
2020,E09000024,Merton,10,355,"1,595",205,405,690,445,410,"1,605",175,385,"2,590","1,195",0,195,465,655,"11,380"
2020,E09000025,Newham,5,385,"2,045",195,470,"1,385",745,600,"1,585",130,420,"1,855","1,435",0,260,415,605,"12,535"
2020,E09000026,Redbridge,15,385,"2,455",270,530,"1,280",650,555,"2,115",175,630,"2,600","1,510",0,255,645,640,"14,710"
2020,E09000027,Richmond upon Thames,20,305,935,110,360,795,185,520,"2,285",215,510,"4,025","1,280",0,290,500,"1,205","13,540"
2020,E09000028,Southwark,20,575,940,110,440,"1,370",280,965,"2,645",410,535,"4,480","1,675",5,330,590,"1,530","16,900"
2020,E09000029,Sutton,35,285,"1,760",160,285,545,295,400,"1,295",130,205,"1,530",765,0,150,365,505,"8,710"
2020,E09000030,Tower Hamlets,15,565,805,135,735,"1,265",425,975,"3,260",515,760,"4,235","1,605",5,395,515,"1,070","17,280"
2020,E09000031,Waltham Forest,10,440,"2,200",195,515,"1,265",510,600,"1,295",115,330,"2,055","1,050",0,155,380,740,"11,855"
2020,E09000032,Wandsworth,20,455,"1,160",125,600,"1,055",285,765,"2,405",275,640,"5,065","1,915",0,300,615,"1,325","17,005"
2020,E09000033,Westminster,115,"1,550","3,115",140,"1,615","3,285",540,"2,535","5,295","4,435","5,210","12,275","5,230",35,630,"1,465","4,325","51,795"
2020,,,,,,,,,,,,,,,,,,,,
2020,E13000001,Inner London,385,"8,750","17,815","1,725","9,050","19,870","5,095","13,370","39,465","12,230","15,115","72,745","29,210",85,"4,590","8,465","21,490","279,455"
2020,E13000002,Outer London,400,"8,095","39,635","5,000","10,250","20,255","10,490","10,980","33,045","3,730","10,325","47,715","22,770",15,"4,320","10,065","14,755","251,845"
2020,,,,,,,,,,,,,,,,,,,,
2020,E12000001,North East,"3,950","4,920","9,525","2,395","2,115","5,835","2,890","6,430","3,345","1,190","2,270","11,245","5,540",245,"1,285","3,005","5,280","71,465"
2020,E12000002,North West,"11,680","16,215","31,525","8,325","11,255","24,665","13,240","17,580","15,745","7,555","10,065","42,725","23,365",560,"4,430","11,425","16,700","267,055"
2020,E12000003,Yorkshire and The Humber,"11,580","13,385","23,785","6,820","7,695","15,340","12,335","13,745","10,055","3,765","6,880","26,310","14,085",645,"3,125","7,825","11,890","189,265"
2020,E12000004,East Midlands,"11,030","13,135","23,905","6,710","7,525","13,665","12,800","10,830","10,015","5,095","6,460","25,450","14,155",935,"3,190","6,885","12,230","184,015"
2020,E12000005,West Midlands,"12,480","15,565","26,150","7,600","9,780","16,965","15,360","12,490","12,715","3,620","7,730","31,175","24,630",700,"3,595","8,880","12,470","221,905"
2020,E12000006,East,"11,935","15,665","43,505","8,710","10,550","17,995","13,940","13,270","22,185","5,235","9,510","44,580","22,840","1,350","4,755","9,395","15,975","271,395"
2020,E12000007,London,785,"16,845","57,450","6,725","19,300","40,125","15,585","24,350","72,510","15,960","25,440","120,460","51,980",100,"8,910","18,530","36,245","531,300"
2020,E12000008,South East,"11,785","20,485","57,980","11,155","14,470","31,050","14,910","19,780","45,685","8,560","14,250","81,095","36,995","1,250","7,685","14,865","26,370","418,370"
2020,E12000009,South West,"24,200","13,745","32,435","7,475","7,245","15,595","8,490","15,675","16,295","4,655","8,570","35,590","17,840","1,250","3,940","8,795","14,405","236,200"
2020,,,,,,,,,,,,,,,,,,,,
2020,E92000001,England,"99,425","129,960","306,260","65,915","89,935","181,235","109,550","134,150","208,550","55,635","91,175","418,630","211,430","7,035","40,915","89,605","151,565","2,390,970"
2020,W92000004,Wales,"13,760","6,640","13,495","3,725","3,125","8,505","4,840","8,900","4,635","1,900","2,905","12,060","8,225",535,"1,370","4,340","6,895","105,855"
2020,S92000003,Scotland,"17,335","10,770","20,950","4,645","5,160","13,385","5,920","14,435","10,525","3,315","5,875","30,845","13,260",55,"2,020","6,585","12,615","177,695"
2020,N92000002,Northern Ireland,"18,325","5,305","10,545","2,625","3,110","5,670","2,765","4,210","2,035","1,190","2,385","6,060","2,840",40,695,"2,735","4,645","75,180"
2020,,,,,,,,,,,,,,,,,,,,
2020,K04000001,England and Wales,"113,185","136,600","319,755","69,640","93,060","189,740","114,390","143,050","213,185","57,535","94,080","430,690","219,655","7,570","42,285","93,945","158,460","2,496,825"
2020,K03000001,Great Britain,"130,520","147,370","340,705","74,285","98,220","203,125","120,310","157,485","223,710","60,850","99,955","461,535","232,915","7,625","44,305","100,530","171,075","2,674,520"
2020,K02000001,United Kingdom,"148,845","152,675","351,250","76,910","101,330","208,795","123,075","161,695","225,745","62,040","102,340","467,595","235,755","7,665","45,000","103,265","175,720","2,749,700"
2020,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,
2021,Code,Area,"SIC07: 01-03 : Agriculture, forestry & fishing",SIC07: 05-39 : Production,SIC07: 41-43 : Construction,SIC07: 45 : Motor trades,SIC07: 46 : Wholesale,SIC07: 47 : Retail,SIC07: 49-53 : Transport & Storage (inc. postal),SIC07: 55-56 : Accommodation & food services,SIC07: 58-63 : Information & communication,SIC07: 64-66 : Finance & insurance,SIC07: 68 : Property,"SIC07: 69-75 : Professional, scientific & technical",SIC07: 77-82 : Business administration & support services,SIC07: 84 : Public administration & defence,SIC07: 85 : Education,SIC07: 86-88 : Health,"SIC07: 90-99 : Arts, entertainment, recreation & other services",SIC07: Total
2021,,,,,,,,,,,,,,,,,,,,
2021,E09000001,City of London,25,895,780,30,730,"1,010",280,"1,295","2,700","3,790","1,110","8,030","3,335",50,245,360,"1,100","25,765"
2021,E09000002,Barking and Dagenham,15,350,"1,910",260,455,815,860,495,575,80,160,800,825,145,180,515,380,"8,820"
2021,E09000003,Barnet,45,675,"3,645",390,"1,255","3,495",800,"1,085","2,465",550,"2,245","4,865","2,325",50,590,"1,245","1,605","27,330"
2021,E09000004,Bexley,10,445,"2,100",260,340,855,540,615,960,145,245,"1,405",865,25,240,500,595,"10,145"
2021,E09000005,Brent,10,595,"2,510",435,970,"2,135",970,"1,000","1,690",255,840,"2,490","1,475",50,335,765,"1,070","17,595"
2021,E09000006,Bromley,60,495,"2,560",265,510,"1,405",415,895,"1,930",360,575,"3,225","1,615",20,380,855,"1,195","16,760"
2021,E09000007,Camden,45,"1,105","1,745",190,"1,380","3,425",825,"2,190","5,175",905,"1,690","10,510","3,570",95,770,"1,190","2,870","37,680"
2021,E09000008,Croydon,20,540,"2,470",400,590,"1,710",725,"1,030","1,885",315,590,"2,810","1,495",55,420,"1,050","1,045","17,150"
2021,E09000009,Ealing,20,770,"2,650",480,"1,175","2,105","1,010","1,055","2,170",235,810,"3,110","1,735",30,405,850,"1,240","19,850"
2021,E09000010,Enfield,35,655,"2,515",420,850,"1,675",875,820,"1,300",230,750,"2,235","1,430",25,325,790,"1,010","15,940"
2021,E09000011,Greenwich,5,380,"1,520",175,345,"1,125",525,775,"1,445",130,310,"2,020","1,160",35,330,675,825,"11,780"
2021,E09000012,Hackney,20,835,"1,505",140,745,"2,015",445,"1,215","4,355",380,"1,570","5,875","2,275",45,525,775,"1,775","24,495"
2021,E09000013,Hammersmith and Fulham,10,400,830,130,555,"1,570",230,910,"1,780",375,670,"3,170","1,555",90,300,540,"1,155","14,270"
2021,E09000014,Haringey,15,550,"1,555",185,600,"1,385",505,850,"1,550",150,700,"2,565","1,190",30,310,615,"1,280","14,035"
2021,E09000015,Harrow,15,350,"2,495",330,780,"1,385",695,640,"2,090",335,965,"3,135","1,215",10,300,725,770,"16,235"
2021,E09000016,Havering,30,465,"2,755",365,440,"1,055",770,730,780,185,350,"1,365","1,030",30,230,560,660,"11,800"
2021,E09000017,Hillingdon,30,590,"2,470",435,795,"1,710","1,315",995,"1,740",295,620,"2,205","1,450",60,310,670,845,"16,535"
2021,E09000018,Hounslow,25,430,"1,580",320,745,"1,360","1,100",845,"2,345",240,515,"2,350","1,460",35,305,580,950,"15,185"
2021,E09000019,Islington,30,720,"1,295",120,840,"1,825",420,"1,385","3,990",685,925,"5,780","2,360",45,480,845,"1,850","23,595"
2021,E09000020,Kensington and Chelsea,50,380,770,85,575,"1,915",210,"1,125","1,360",555,"1,190","3,480","1,800",35,315,675,"1,325","15,845"
2021,E09000021,Kingston upon Thames,15,285,"1,030",170,405,"1,425",255,555,"1,280",135,335,"2,055",885,70,210,485,610,"10,205"
2021,E09000022,Lambeth,15,440,"1,045",140,405,"1,320",405,"1,265","2,080",200,660,"3,435","1,705",70,370,825,"1,410","15,790"
2021,E09000023,Lewisham,10,340,"1,120",150,270,"1,045",415,875,"1,450",125,320,"2,205","1,020",35,285,675,"1,005","11,345"
2021,E09000024,Merton,15,390,"1,665",245,490,"1,015",545,615,"1,500",195,470,"2,520","1,295",25,270,610,750,"12,615"
2021,E09000025,Newham,5,460,"2,170",220,610,"2,025",965,950,"1,460",190,480,"1,820","1,450",55,385,640,765,"14,650"
2021,E09000026,Redbridge,15,435,"2,595",315,570,"1,715",790,690,"1,920",215,760,"2,545","1,340",70,380,830,785,"15,970"
2021,E09000027,Richmond upon Thames,30,325,975,125,435,"1,140",235,730,"2,105",240,585,"4,005","1,295",20,350,660,"1,295","14,550"
2021,E09000028,Southwark,20,630,"1,010",135,510,"2,010",435,"1,375","2,550",465,675,"4,415","1,950",75,395,860,"1,625","19,135"
2021,E09000029,Sutton,30,315,"1,795",180,345,795,345,515,"1,220",160,255,"1,475",860,25,210,520,560,"9,605"
2021,E09000030,Tower Hamlets,15,625,895,155,845,"1,680",540,"1,430","3,030",580,950,"3,955","2,010",60,520,730,"1,255","19,275"
2021,E09000031,Waltham Forest,15,485,"2,260",235,590,"1,575",645,745,"1,270",135,390,"1,980","1,145",25,255,545,905,"13,200"
2021,E09000032,Wandsworth,20,515,"1,250",150,705,"1,535",395,"1,175","2,175",315,800,"4,760","2,010",45,430,860,"1,470","18,610"
2021,E09000033,Westminster,115,"1,615","3,310",160,"1,900","5,200",740,"3,970","5,545","4,605","5,425","12,745","6,450",285,740,"1,850","4,810","59,465"
2021,,,,,,,,,,,,,,,,,,,,
2021,E13000001,Inner London,395,"9,510","19,280","1,990","10,670","27,960","6,810","20,010","39,200","13,320","17,165","72,745","32,680","1,015","6,070","11,440","23,695","313,955"
2021,E13000002,Outer London,440,"8,975","41,500","5,805","12,085","28,495","13,415","14,830","30,670","4,435","11,770","46,595","24,900",805,"6,025","13,430","17,095","281,270"
2021,,,,,,,,,,,,,,,,,,,,
2021,E12000001,North East,"3,945","5,845","10,105","2,900","2,970","9,975","3,865","8,330","3,555","1,695","2,825","11,765","7,290",945,"2,490","5,820","6,550","90,870"
2021,E12000002,North West,"11,100","18,260","33,495","9,645","14,510","36,145","17,120","22,860","15,890","8,945","11,700","44,005","27,605","2,095","7,705","18,200","20,135","319,415"
2021,E12000003,Yorkshire and The Humber,"11,095","15,380","25,330","7,935","9,465","24,190","14,695","17,835","10,065","4,805","7,880","27,325","17,615","2,080","5,465","12,730","14,080","227,970"
2021,E12000004,East Midlands,"10,615","14,830","25,455","7,750","10,625","20,210","15,795","14,145","10,010","5,875","7,315","26,245","17,410","2,060","5,425","11,190","13,940","218,895"
2021,E12000005,West Midlands,"12,085","17,315","27,475","8,840","11,625","25,530","17,200","17,175","12,805","4,825","9,005","31,845","24,265","1,775","6,130","13,550","15,090","256,535"
2021,E12000006,East,"11,355","17,125","45,190","10,060","12,475","26,525","16,840","18,115","21,405","6,470","10,935","45,055","26,820","2,585","7,310","14,370","18,595","311,230"
2021,E12000007,London,835,"18,485","60,780","7,795","22,755","56,455","20,225","34,840","69,870","17,755","28,935","119,340","57,580","1,820","12,095","24,870","40,790","595,225"
2021,E12000008,South East,"11,345","22,775","60,655","13,055","17,410","47,165","19,085","27,810","44,025","10,535","16,810","81,355","42,570","2,960","11,315","22,940","29,965","481,775"
2021,E12000009,South West,"23,000","15,800","34,115","8,750","9,280","25,535","11,485","20,520","16,215","5,850","9,995","36,820","20,985","2,515","6,290","14,100","16,560","277,815"
2021,,,,,,,,,,,,,,,,,,,,
2021,E92000001,England,"95,375","145,815","322,600","76,730","111,115","271,730","136,310","181,630","203,840","66,755","105,400","423,755","242,140","18,835","64,225","137,770","175,705","2,779,730"
2021,W92000004,Wales,"13,745","7,845","14,320","4,280","4,130","13,135","6,560","10,890","4,830","2,430","3,560","12,625","9,530","1,780","3,245","7,970","8,420","129,295"
2021,S92000003,Scotland,"17,650","12,745","22,220","5,715","7,190","22,625","8,425","17,845","10,230","4,530","6,945","31,100","16,905","3,165","5,185","12,245","16,355","221,075"
2021,N92000002,Northern Ireland,"18,250","5,930","10,965","3,030","3,685","8,910","3,655","5,070","2,340","1,720","2,855","6,710","4,180",750,"3,305","4,715","5,945","92,015"
2021,,,,,,,,,,,,,,,,,,,,
2021,K04000001,England and Wales,"109,120","153,660","336,920","81,010","115,245","284,865","142,870","192,520","208,670","69,185","108,960","436,380","251,670","20,615","67,470","145,740","184,125","2,909,025"
2021,K03000001,Great Britain,"126,770","166,405","359,140","86,725","122,435","307,490","151,295","210,365","218,900","73,715","115,905","467,480","268,575","23,780","72,655","157,985","200,480","3,130,100"
2021,K02000001,United Kingdom,"145,020","172,335","370,105","89,755","126,120","316,400","154,950","215,435","221,240","75,435","118,760","474,190","272,755","24,530","75,960","162,700","206,425","3,222,115"
2021,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,
2022,Code,Area,"SIC07: 01-03 : Agriculture, forestry & fishing",SIC07: 05-39 : Production,SIC07: 41-43 : Construction,SIC07: 45 : Motor trades,SIC07: 46 : Wholesale,SIC07: 47 : Retail,SIC07: 49-53 : Transport & Storage (inc. postal),SIC07: 55-56 : Accommodation & food services,SIC07: 58-63 : Information & communication,SIC07: 64-66 : Finance & insurance,SIC07: 68 : Property,"SIC07: 69-75 : Professional, scientific & technical",SIC07: 77-82 : Business administration & support services,SIC07: 84 : Public administration & defence,SIC07: 85 : Education,SIC07: 86-88 : Health,"SIC07: 90-99 : Arts, entertainment, recreation & other services",SIC07: Total
2022,,,,,,,,,,,,,,,,,,,,
2022,E09000001,City of London,25,910,800,30,730,"1,060",255,"1,220","2,655","3,725","1,130","8,000","3,310",45,275,390,"1,050","25,610"
2022,E09000002,Barking and Dagenham,10,365,"2,020",280,475,915,840,460,510,75,180,780,855,145,190,495,405,"9,000"
2022,E09000003,Barnet,45,725,"3,855",405,"1,555","3,520",740,"1,135","2,305",545,"2,400","4,715","2,345",45,620,"1,285","1,685","27,925"
2022,E09000004,Bexley,15,440,"2,155",265,350,880,545,650,785,130,260,"1,285",855,25,250,510,600,"10,000"
2022,E09000005,Brent,5,625,"2,600",475,975,"1,990",960,"1,090","1,470",235,870,"2,305","1,480",50,365,765,"1,125","17,385"
2022,E09000006,Bromley,55,500,"2,585",275,505,"1,445",435,925,"1,610",330,585,"2,960","1,605",20,400,870,"1,190","16,295"
2022,E09000007,Camden,55,"1,110","1,815",210,"1,430","3,310",945,"2,230","5,375",905,"1,750","10,380","3,620",95,810,"1,240","2,885","38,165"
2022,E09000008,Croydon,20,530,"2,535",380,590,"1,790",785,"1,070","1,630",290,620,"2,545","1,470",70,425,"1,050","1,070","16,870"
2022,E09000009,Ealing,20,765,"2,630",485,"1,165","2,170","1,020","1,080","1,960",220,880,"2,900","1,725",30,410,870,"1,255","19,585"
2022,E09000010,Enfield,40,650,"2,745",430,885,"1,695",940,900,"1,190",220,805,"2,225","1,545",25,360,800,"1,100","16,555"
2022,E09000011,Greenwich,10,410,"1,560",170,360,"1,180",515,810,"1,205",125,345,"1,800","1,125",35,335,685,835,"11,505"
2022,E09000012,Hackney,20,895,"1,655",150,855,"2,185",480,"1,310","4,490",385,"1,700","5,900","2,370",45,560,840,"1,820","25,660"
2022,E09000013,Hammersmith and Fulham,10,390,855,130,585,"1,540",230,945,"1,670",380,725,"3,015","1,535",100,315,550,"1,170","14,145"
2022,E09000014,Haringey,20,600,"1,665",180,645,"1,435",535,920,"1,490",135,740,"2,500","1,325",30,325,625,"1,355","14,525"
2022,E09000015,Harrow,20,360,"2,595",335,770,"1,450",675,680,"1,740",310,"1,075","2,940","1,270",10,320,790,785,"16,125"
2022,E09000016,Havering,35,475,"2,760",375,440,"1,105",675,680,655,175,370,"1,255","1,030",35,235,570,670,"11,540"
2022,E09000017,Hillingdon,30,630,"2,595",465,805,"1,735","1,315","1,015","1,525",285,665,"2,010","1,470",55,330,675,825,"16,430"
2022,E09000018,Hounslow,25,440,"1,640",350,760,"1,435","1,115",870,"2,025",235,560,"2,215","1,385",35,320,580,960,"14,950"
2022,E09000019,Islington,30,710,"1,365",130,890,"1,995",435,"1,455","3,970",650,970,"5,645","2,465",45,505,910,"1,905","24,075"
2022,E09000020,Kensington and Chelsea,55,375,815,80,565,"1,930",210,"1,120","1,305",555,"1,165","3,420","1,795",30,330,685,"1,335","15,770"
2022,E09000021,Kingston upon Thames,20,295,"1,045",175,395,"1,185",270,585,"1,140",135,340,"1,840",880,70,215,485,630,"9,705"
2022,E09000022,Lambeth,15,430,"1,120",150,435,"1,405",415,"1,300","1,910",180,675,"3,095","1,655",70,350,850,"1,420","15,475"
2022,E09000023,Lewisham,10,335,"1,120",150,290,"1,100",425,895,"1,310",120,330,"2,020",975,30,275,680,"1,065","11,130"
2022,E09000024,Merton,15,390,"1,690",255,505,"1,055",600,630,"1,310",195,495,"2,320","1,280",20,285,590,750,"12,385"
2022,E09000025,Newham,10,500,"2,465",230,700,"2,365",985,"1,045","1,400",180,540,"1,750","1,570",55,435,630,850,"15,710"
2022,E09000026,Redbridge,15,455,"2,710",335,630,"1,635",820,790,"1,595",205,850,"2,260","1,390",70,405,865,810,"15,840"
2022,E09000027,Richmond upon Thames,30,335,995,120,425,"1,165",245,755,"1,910",230,610,"3,735","1,330",25,350,655,"1,280","14,195"
2022,E09000028,Southwark,25,625,"1,055",125,520,"2,175",455,"1,420","2,325",475,675,"4,130","1,940",70,415,895,"1,615","18,940"
2022,E09000029,Sutton,30,310,"1,865",195,350,795,340,530,"1,085",155,265,"1,345",850,25,220,510,550,"9,420"
2022,E09000030,Tower Hamlets,15,620,950,175,865,"1,740",595,"1,530","2,765",550,995,"3,605","2,000",65,560,730,"1,305","19,065"
2022,E09000031,Waltham Forest,25,505,"2,380",235,575,"1,475",680,800,"1,170",120,395,"1,940","1,175",20,255,560,965,"13,275"
2022,E09000032,Wandsworth,30,515,"1,195",150,720,"1,555",390,"1,190","1,930",300,840,"4,270","1,935",40,420,860,"1,505","17,845"
2022,E09000033,Westminster,125,"1,585","3,375",180,"1,970","5,605",720,"4,000","5,760","4,480","5,475","12,725","6,645",280,785,"1,870","4,930","60,510"
2022,,,,,,,,,,,,,,,,,,,,
2022,E13000001,Inner London,445,"9,600","20,250","2,070","11,200","29,400","7,075","20,580","38,355","13,020","17,710","70,455","33,140","1,000","6,360","11,755","24,210","316,625"
2022,E13000002,Outer London,465,"9,205","42,960","6,005","12,515","28,620","13,515","15,455","26,820","4,215","12,570","43,375","25,065",810,"6,290","13,610","17,490","278,985"
2022,,,,,,,,,,,,,,,,,,,,
2022,E12000001,North East,"3,995","5,650","10,400","2,985","3,015","10,115","4,260","8,545","3,345","1,680","2,960","11,195","7,435",925,"2,485","5,785","6,665","91,440"
2022,E12000002,North West,"11,295","18,145","34,795","9,880","15,050","35,610","16,520","23,835","14,820","8,760","12,250","41,700","27,750","2,065","7,810","18,250","20,670","319,205"
2022,E12000003,Yorkshire and The Humber,"11,180","15,620","26,560","8,160","9,520","24,415","14,245","18,240","9,450","4,680","8,245","26,290","17,890","2,010","5,575","12,835","14,330","229,245"
2022,E12000004,East Midlands,"10,735","14,560","26,460","7,880","10,485","22,060","14,405","14,360","9,185","5,770","7,595","25,265","17,165","2,055","5,420","11,265","14,345","219,010"
2022,E12000005,West Midlands,"12,205","16,985","29,405","9,120","11,515","26,060","18,865","18,360","11,890","4,720","9,405","30,345","22,320","1,780","6,195","13,655","15,390","258,215"
2022,E12000006,East,"11,450","16,985","47,160","10,315","12,465","26,540","17,215","18,985","19,565","6,400","11,580","43,150","27,225","2,585","7,410","14,555","18,945","312,530"
2022,E12000007,London,910,"18,805","63,210","8,075","23,715","58,020","20,590","36,035","65,175","17,235","30,280","113,830","58,205","1,810","12,650","25,365","41,700","595,610"
2022,E12000008,South East,"11,515","22,665","62,815","13,250","17,605","42,940","18,430","28,610","40,055","10,385","17,465","77,300","42,805","2,945","11,340","23,170","30,425","473,720"
2022,E12000009,South West,"23,310","15,675","35,740","8,950","9,225","26,055","11,265","21,315","15,095","5,785","10,335","35,425","21,245","2,565","6,455","14,120","16,765","279,325"
2022,,,,,,,,,,,,,,,,,,,,
2022,E92000001,England,"96,595","145,090","336,545","78,615","112,595","271,815","135,795","188,285","188,580","65,415","110,115","404,500","242,040","18,740","65,340","139,000","179,235","2,778,300"
2022,W92000004,Wales,"13,780","7,515","14,890","4,375","4,155","13,315","6,550","11,315","4,655","2,350","3,675","12,195","9,780","1,745","3,295","7,960","8,480","130,030"
2022,S92000003,Scotland,"17,660","12,575","22,980","5,825","7,210","23,000","8,595","18,385","8,925","4,230","7,170","28,465","16,645","2,890","5,195","12,280","16,440","218,470"
2022,N92000002,Northern Ireland,"18,385","6,025","11,340","3,175","3,690","8,875","3,725","5,240","2,315","1,680","2,930","6,835","4,210",715,"3,310","4,755","5,975","93,180"
2022,,,,,,,,,,,,,,,,,,,,
2022,K04000001,England and Wales,"110,375","152,605","351,435","82,990","116,750","285,130","142,345","199,600","193,235","67,765","113,790","416,695","251,820","20,485","68,635","146,960","187,715","2,908,330"
2022,K03000001,Great Britain,"128,035","165,180","374,415","88,815","123,960","308,130","150,940","217,985","202,160","71,995","120,960","445,160","268,465","23,375","73,830","159,240","204,155","3,126,800"
2022,K02000001,United Kingdom,"146,420","171,205","385,755","91,990","127,650","317,005","154,665","223,225","204,475","73,675","123,890","451,995","272,675","24,090","77,140","163,995","210,130","3,219,980"
2022,,,,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,
